time/steps,time/epochs,time/steps_per_second,time/dataset,time/extras_step,time/processor,time/train_step,train/q_loss,train/q,train/chi2_loss,train/actor_loss,train/reward,train/data_pts_seen,train/flops,time/validation,time/eval,eval/score,eval/reward,eval/length,eval/reward_std,step,eval/TimeLimit.truncated
30000,0,25.071476923473828,0.0019099712371826172,1.6927719116210938e-05,0.0008299350738525391,0.036469459533691406,0.6931471824645996,-0.015627920098602772,nan,nan,-2.0730839678435585e-06,7616128.0,15232256.0,5.435943603515625e-05,8.386265993118286,0.24874752273162443,789.2944934197029,685.3,258.7966849961378,30000,1.0
35000,0,25.569879231618028,0.001865386962890625,1.621246337890625e-05,0.0008726119995117188,0.036367177963256836,0.6931471824645996,-0.008075293177738786,nan,nan,-3.0123158294372842e-06,8896128.0,17792256.0,5.459785461425781e-05,4.071811199188232,0.16854571335783763,528.271905820887,326.6,4.783181765088771,35000,1.0
40000,0,25.292951839221523,0.0018837451934814453,1.621246337890625e-05,0.0013713836669921875,0.0374751091003418,0.6931471824645996,-0.003611597799230367,nan,nan,-1.3978151600895218e-06,10176128.0,20352256.0,5.53131103515625e-05,7.179834604263306,0.26930087308997946,856.186858270967,583.4,483.8033396145341,40000,1.0
45000,0,24.695753470823718,0.002270936965942383,1.811981201171875e-05,0.0010638236999511719,0.04172682762145996,0.6931471824645996,-0.0014151914417743683,nan,nan,-6.013754245941527e-07,11456128.0,22912256.0,0.00011301040649414062,2.556629180908203,0.12925473032723328,400.39656061325707,203.7,66.38903164483857,45000,1.0
50000,0,25.18427561210707,0.0018467903137207031,1.5974044799804688e-05,0.0008652210235595703,0.037489891052246094,0.6931471824645996,-0.0002732387242922414,nan,nan,-6.975907035666751e-08,12736128.0,25472256.0,5.53131103515625e-05,3.1758720874786377,0.1589184079603772,496.93914430253534,231.7,91.5615141573469,50000,1.0
55000,0,24.897095309596626,0.002116680145263672,1.6927719116210938e-05,0.0010733604431152344,0.04124188423156738,0.6931471824645996,0.00021537657531735022,nan,nan,-3.6098234522796704e-07,14016128.0,28032256.0,0.00011396408081054688,2.6753926277160645,0.11645702970148822,358.74551858902595,207.6,71.09383219010158,55000,1.0
60000,0,25.212677020258873,0.0018918514251708984,1.6689300537109375e-05,0.0008285045623779297,0.035748958587646484,0.6931471824645996,0.00039691408241924363,nan,nan,-1.5845901225475246e-07,15296128.0,30592256.0,5.507469177246094e-05,5.2697975635528564,0.16468350647455549,515.7020742623764,428.5,251.4854038681771,60000,1.0
65000,0,25.223666407331965,0.0018718242645263672,1.6689300537109375e-05,0.000827789306640625,0.036813974380493164,0.6931471824645996,0.00042954424241906965,nan,nan,-1.4030821103006018e-07,16576128.0,33152256.0,5.555152893066406e-05,11.053765535354614,0.3064007022116355,976.9309346505412,929.4,159.55107558170357,65000,1.0
70000,0,25.50515860693356,0.0018534660339355469,1.6450881958007812e-05,0.0008518695831298828,0.03646492958068848,0.6931471824645996,0.0003958961779717356,nan,nan,-4.2941908247939863e-08,17856128.0,35712256.0,5.459785461425781e-05,2.669722557067871,0.07051932351453542,209.23793227774232,210.4,32.686477975795334,70000,1.0
75000,0,25.196246149170477,0.001880645751953125,1.6689300537109375e-05,0.0008332729339599609,0.036423683166503906,0.6931471824645996,-144.41573806762696,nan,nan,0.3661899570822716,19136128.0,38272256.0,5.53131103515625e-05,3.1126978397369385,0.13889342718877662,431.7663964751264,248.9,254.1562503846862,75000,1.0
85000,0,24.60279369169087,0.0020112991333007812,1.6927719116210938e-05,0.0007948875427246094,0.04016613960266113,0.6931471824645996,-182.82703674316406,nan,nan,0.0034719433784484864,2496128.0,4992256.0,0.00010657310485839844,12.398335695266724,0.3159070435223497,1007.8700098022694,1000.0,3.601183766216188,85000,1.0
90000,0,24.779328132107516,0.0018525123596191406,1.5974044799804688e-05,0.0008347034454345703,0.03722572326660156,0.6931471824645996,-181.8247676086426,nan,nan,-0.017719813585281373,3776128.0,7552256.0,5.14984130859375e-05,5.7013938426971436,0.15015399698824317,468.4147350829896,456.5,3.8194093542713605,90000,1.0
95000,0,24.59192413543753,0.0018439292907714844,1.6689300537109375e-05,0.0008330345153808594,0.03955984115600586,0.6931471824645996,-175.99796383666992,nan,nan,-0.030776409685611725,5056128.0,10112256.0,0.00010895729064941406,8.77634859085083,0.26556344303622403,844.0231219261398,719.2,270.14829260592336,95000,1.0
100000,0,24.954226532637716,0.0018768310546875,1.6689300537109375e-05,0.0008180141448974609,0.03696560859680176,0.6931471824645996,-154.63974557495118,nan,nan,-0.1986433607339859,6336128.0,12672256.0,5.14984130859375e-05,6.045591831207275,0.14844173492028642,462.8420543777157,492.2,2.991322433571636,100000,1.0
105000,0,23.52729103698516,0.0019016265869140625,1.621246337890625e-05,0.0008349418640136719,0.03989434242248535,0.6931471824645996,-138.26189079284669,nan,nan,-0.12949838471412659,7616128.0,15232256.0,5.507469177246094e-05,7.870511293411255,0.29213592658951437,930.5051909737467,649.6,327.76996873942204,105000,1.0
110000,0,24.68260581358818,0.0018734931945800781,1.5735626220703125e-05,0.0008022785186767578,0.03741574287414551,0.6931471824645996,-130.57700434875488,nan,nan,-0.1624239916205406,8896128.0,17792256.0,5.245208740234375e-05,3.0379505157470703,0.07426921161045408,221.4422142215683,233.3,15.773294838876588,110000,1.0
115000,0,24.429447458414383,0.002190828323364258,1.6927719116210938e-05,0.0010225772857666016,0.04246783256530762,0.6931471824645996,-135.89523500061034,nan,nan,-0.22303679585456848,10176128.0,20352256.0,5.054473876953125e-05,4.5134923458099365,0.20383180805883655,643.1130523863654,368.1,242.5740259944412,115000,1.0
120000,0,24.63350393196581,0.0018732547760009766,1.5497207641601562e-05,0.0008645057678222656,0.03739333152770996,0.6931471824645996,-131.2209246520996,nan,nan,0.0068084998726844785,11456128.0,22912256.0,5.173683166503906e-05,9.275186538696289,0.34555387671670035,1104.3577720475573,772.0,31.607162575956274,120000,1.0
125000,0,24.6208837749464,0.0018591880798339844,1.5974044799804688e-05,0.0008282661437988281,0.0379946231842041,0.6931471824645996,-124.86783522033691,nan,nan,0.00543096923828125,12736128.0,25472256.0,5.412101745605469e-05,11.163928031921387,0.3153906428526697,1006.1893464844452,920.2,195.220075103844,125000,1.0
130000,0,24.965618810869596,0.0018591880798339844,1.5974044799804688e-05,0.0008618831634521484,0.03957247734069824,0.6931471824645996,-111.62013557434082,nan,nan,-0.07256747114658356,14016128.0,28032256.0,5.2928924560546875e-05,12.562487363815308,0.307327226502497,979.9463749474887,1000.0,0.7221245967915177,130000,1.0
135000,0,24.811520939518285,0.0019099712371826172,1.621246337890625e-05,0.0008339881896972656,0.038094282150268555,0.6931471824645996,-116.21965951538085,nan,nan,-0.11456227469444275,15296128.0,30592256.0,5.221366882324219e-05,4.549423456192017,0.24744585647840714,785.0581264816288,369.7,448.77350936415326,135000,1.0
140000,0,24.73093612686256,0.0018455982208251953,1.6689300537109375e-05,0.0008709430694580078,0.03757667541503906,0.6931471824645996,-126.34843829345704,nan,nan,0.010218979477882386,16576128.0,33152256.0,5.1975250244140625e-05,2.073458433151245,0.16154001579452568,505.47135655412586,155.1,30.770291740421186,140000,1.0
145000,0,24.0355594138027,0.0018990039825439453,1.621246337890625e-05,0.0008289813995361328,0.0373532772064209,0.6931471824645996,-126.04252207946777,nan,nan,0.049163750886917115,17856128.0,35712256.0,5.221366882324219e-05,5.941032409667969,0.1855018653633949,583.456928537544,482.0,154.89185855383178,145000,1.0
150000,0,23.62384383493287,0.001903533935546875,1.6450881958007812e-05,0.0008182525634765625,0.03738284111022949,0.6931471824645996,-129.60729087829588,nan,nan,0.07685376262664795,19136128.0,38272256.0,5.1975250244140625e-05,8.032806396484375,0.25348458441854865,804.7116031930431,662.1,369.6226119298167,150000,1.0
155000,0,24.535517354783256,0.001848459243774414,1.5735626220703125e-05,0.0007765293121337891,0.03779888153076172,0.6931471824645996,-130.43135185241698,nan,nan,0.05320285856723785,20416128.0,40832256.0,5.7697296142578125e-05,10.32219386100769,0.28071922938013316,893.3487244215239,850.3,218.81931100573883,155000,1.0
160000,0,24.750973331997955,0.001863718032836914,1.6450881958007812e-05,0.00087738037109375,0.03711867332458496,0.6931471824645996,-128.0213140258789,nan,nan,0.09906121820211411,21696128.0,43392256.0,5.316734313964844e-05,3.600971221923828,0.20656749620695197,652.0165472683385,264.5,417.1038998336733,160000,1.0
165000,0,24.614798980741835,0.0019249916076660156,1.621246337890625e-05,0.0008342266082763672,0.03777480125427246,0.6931471824645996,-130.92933489990236,nan,nan,-0.05206747078895569,22976128.0,45952256.0,5.245208740234375e-05,6.751887083053589,0.505020220769343,1623.3525189808897,565.6,475.96271392553075,165000,1.0
170000,0,23.402066854200683,0.002160787582397461,1.6927719116210938e-05,0.001008749008178711,0.04203486442565918,0.6931471824645996,-130.70404484558105,nan,nan,0.006727021098136902,24256128.0,48512256.0,5.221366882324219e-05,12.453243017196655,0.3003111368365552,957.1120038313178,977.0,43.986220606138275,170000,1.0
175000,0,24.683426224132404,0.0018618106842041016,1.621246337890625e-05,0.0007853507995605469,0.039312124252319336,0.6931471824645996,-126.82197700500488,nan,nan,0.0799921013712883,25536128.0,51072256.0,5.078315734863281e-05,3.4548020362854004,0.17880833734862794,561.6723576379418,273.0,343.81555328899833,175000,1.0
180000,0,24.463926833126663,0.0019032955169677734,1.5735626220703125e-05,0.000827789306640625,0.037496089935302734,0.6931471824645996,-171.93504675292968,nan,nan,-0.03875265729427338,26816128.0,53632256.0,5.1021575927734375e-05,3.5844433307647705,0.21830812744061195,690.2272805246263,290.5,673.6094551296095,180000,1.0
185000,0,24.56856273137161,0.0019621849060058594,1.6689300537109375e-05,0.0008358955383300781,0.03779172897338867,0.6931471824645996,-141.1838469848633,nan,nan,0.18249859356880188,28096128.0,56192256.0,5.3882598876953125e-05,3.1714465618133545,0.1448265793522129,451.07626918759695,216.6,86.05426519503553,185000,1.0
190000,0,24.662887932221654,0.0019159317016601562,1.5974044799804688e-05,0.0008111000061035156,0.03674054145812988,0.6931471824645996,-163.3928134765625,nan,nan,-0.12318655633926391,29376128.0,58752256.0,5.221366882324219e-05,12.426525115966797,0.30774767035797634,981.3147398753396,1000.0,6.771735885954915,190000,1.0
195000,0,24.263519608894395,0.0018684864044189453,1.6927719116210938e-05,0.0008788108825683594,0.03746390342712402,0.6931471824645996,-140.68373596191407,nan,nan,0.09137661105394364,30656128.0,61312256.0,5.1975250244140625e-05,4.130083799362183,0.23158217860230784,733.4286398106349,319.6,737.0989783983163,195000,1.0
200000,0,23.988764966468835,0.0018908977508544922,1.5735626220703125e-05,0.0007982254028320312,0.03782534599304199,0.6931471824645996,-137.70116954040526,nan,nan,-0.03810833519697189,31936128.0,63872256.0,5.459785461425781e-05,11.156367063522339,0.2930911306508532,933.6139716574035,919.0,205.59952554455862,200000,1.0
205000,0,24.78256178118423,0.0018429756164550781,1.621246337890625e-05,0.0008280277252197266,0.0377047061920166,0.6931471824645996,-149.86672596740723,nan,nan,0.10321189790964126,33216128.0,66432256.0,5.245208740234375e-05,5.627093553543091,0.34544311049352466,1103.9972753652805,446.3,1056.3304737869262,205000,1.0
210000,0,24.8156456594949,0.0018546581268310547,1.5974044799804688e-05,0.0008795261383056641,0.03772592544555664,0.6931471824645996,-142.17255880737304,nan,nan,-0.0592683367729187,34496128.0,68992256.0,5.364418029785156e-05,9.478580713272095,0.2937535091041654,935.7697302269822,771.8,160.53976435387463,210000,1.0
215000,0,23.279687773300736,0.0022716522216796875,1.6689300537109375e-05,0.0008587837219238281,0.0370783805847168,0.6931471824645996,-155.6045704650879,nan,nan,-0.07808146160840988,35776128.0,71552256.0,5.412101745605469e-05,2.217461347579956,0.15589144511498704,487.0876748576646,170.7,189.7006815990112,215000,1.0
220000,0,24.228728218788067,0.0018880367279052734,1.621246337890625e-05,0.0008237361907958984,0.038197994232177734,0.6931471824645996,-165.73215447998047,nan,nan,-0.019789226621389388,37056128.0,74112256.0,5.1975250244140625e-05,9.230817317962646,0.23377036640679325,740.5502552372518,753.7,223.70489106592814,220000,1.0
225000,0,24.015322612053392,0.0019211769104003906,1.5497207641601562e-05,0.0008261203765869141,0.03828096389770508,0.6931471824645996,-173.94483850097657,nan,nan,0.03741327178478241,38336128.0,76672256.0,5.340576171875e-05,4.306700706481934,0.23737317100945235,752.2758433173926,311.2,210.40133099184644,225000,1.0
230000,0,24.564048151274708,0.0018770694732666016,1.621246337890625e-05,0.0009033679962158203,0.0374608039855957,0.6931471824645996,-168.13512280273437,nan,nan,0.056737222969532014,39616128.0,79232256.0,5.364418029785156e-05,8.307424306869507,0.5171910887604199,1662.9634888724595,697.0,967.4045539814952,230000,1.0
235000,0,24.721362577634718,0.0018579959869384766,1.6689300537109375e-05,0.000827789306640625,0.03790593147277832,0.6931471824645996,-156.8000532684326,nan,nan,0.21534883004426955,40896128.0,81792256.0,5.1975250244140625e-05,2.3108224868774414,0.1764601829177525,554.0301192593515,178.9,202.9888643422988,235000,1.0
240000,0,24.051519322527096,0.0021157264709472656,1.5974044799804688e-05,0.0010263919830322266,0.04263043403625488,0.6931471824645996,-185.50815032958985,nan,nan,-0.009461092054843903,42176128.0,84352256.0,5.125999450683594e-05,8.132308721542358,0.46253784078717325,1485.0905416404335,678.4,722.317153332999,240000,1.0
245000,0,24.728820148039784,0.0019145011901855469,1.7404556274414062e-05,0.0007939338684082031,0.03708505630493164,0.6931471824645996,-186.5145111694336,nan,nan,-0.0009418575763702392,43456128.0,86912256.0,5.340576171875e-05,3.438281536102295,0.27265576678788717,867.1056023863964,273.0,239.8885996939476,245000,1.0
250000,0,24.781724810892335,0.0018398761749267578,1.5974044799804688e-05,0.0010554790496826172,0.03743624687194824,0.6931471824645996,-179.57272036743163,nan,nan,-0.10168378591537476,44736128.0,89472256.0,5.2928924560546875e-05,2.363743543624878,0.15058494666216654,469.81729195658954,179.0,138.0389220108389,250000,1.0
255000,0,24.702407623460918,0.0019533634185791016,1.621246337890625e-05,0.0007927417755126953,0.03772783279418945,0.6931471824645996,-173.90538507080078,nan,nan,0.008938947677612304,46016128.0,92032256.0,5.078315734863281e-05,6.426276206970215,0.21895810927971882,692.3426934169363,524.4,206.36583517299604,255000,1.0
260000,0,24.53957952553254,0.0018513202667236328,1.5735626220703125e-05,0.0008997917175292969,0.03963494300842285,0.6931471824645996,-169.10969143676758,nan,nan,0.03390125244855881,47296128.0,94592256.0,5.316734313964844e-05,10.75936245918274,0.2880074961679734,917.0689156606799,864.6,176.69434748031546,260000,1.0
265000,0,23.842010843838462,0.0018665790557861328,1.6450881958007812e-05,0.0008761882781982422,0.03758430480957031,0.6931471824645996,-186.78520614624023,nan,nan,-0.003406137406826019,48576128.0,97152256.0,5.1975250244140625e-05,12.162520170211792,0.31269388510838086,997.4125534165885,938.6,19.32166792020747,265000,1.0
270000,0,24.716295583159823,0.0018525123596191406,1.5974044799804688e-05,0.0008268356323242188,0.03711247444152832,0.6931471824645996,-187.43617398071288,nan,nan,-0.07645051205158233,49856128.0,99712256.0,5.412101745605469e-05,3.6257948875427246,0.1748731375307873,548.8649652961565,289.8,187.82690324183062,270000,1.0
275000,0,24.820790489258307,0.002041339874267578,2.7894973754882812e-05,0.0008985996246337891,0.0374293327331543,0.6931471824645996,-187.31735101318358,nan,nan,-0.03918531596660614,51136128.0,102272256.0,5.1975250244140625e-05,9.517589330673218,0.26527416804487436,843.0816555507643,771.6,252.65172441611662,275000,1.0
280000,0,24.770537447804482,0.0019207000732421875,1.6450881958007812e-05,0.0007946491241455078,0.03719949722290039,0.6931471824645996,-183.89129568481445,nan,nan,-0.03327924454212189,52416128.0,104832256.0,5.507469177246094e-05,2.9543392658233643,0.2163033316313247,683.7025276065399,236.1,185.98563344535026,280000,1.0
285000,0,24.7303887255148,0.0018775463104248047,1.6450881958007812e-05,0.0008227825164794922,0.0369715690612793,0.6931471824645996,-186.92591586303712,nan,nan,-0.04622275823354721,53696128.0,107392256.0,5.245208740234375e-05,7.549037218093872,0.27266328630342984,867.130075193429,605.8,176.22607452495816,285000,1.0
290000,0,24.793226825315426,0.002028942108154297,1.6689300537109375e-05,0.00079345703125,0.03708028793334961,0.6931471824645996,-186.95659390258788,nan,nan,0.011280685424804688,54976128.0,109952256.0,5.269050598144531e-05,3.2545371055603027,0.24748462377679145,785.1842974572901,258.5,353.4081705948144,290000,1.0
295000,0,24.157574577448177,0.0021657943725585938,1.621246337890625e-05,0.0010502338409423828,0.04233884811401367,0.6931471824645996,-186.25832876586915,nan,nan,0.022732703685760497,56256128.0,112512256.0,5.2928924560546875e-05,6.803533554077148,0.20900212602933124,659.9402260611811,558.2,352.9550149890658,295000,1.0
300000,0,24.80072225064776,0.0019421577453613281,1.71661376953125e-05,0.0008199214935302734,0.037734031677246094,0.6931471824645996,-185.79591201782227,nan,nan,-0.022225816130638124,57536128.0,115072256.0,5.14984130859375e-05,3.9423751831054688,0.15631307875009887,488.4599120093559,312.5,172.15600642606347,300000,1.0
305000,0,24.403538477704263,0.0018744468688964844,1.6450881958007812e-05,0.0008168220520019531,0.037862300872802734,0.6931471824645996,-185.43258828735352,nan,nan,-0.03479280477762222,58816128.0,117632256.0,5.1021575927734375e-05,11.744657039642334,0.317953551829216,1014.5305190597485,964.9,19.57815728643363,305000,1.0
310000,0,24.337867372600122,0.0018491744995117188,1.6450881958007812e-05,0.00086212158203125,0.0377049446105957,0.6931471824645996,-185.0272300415039,nan,nan,-0.046358708143234256,60096128.0,120192256.0,5.2928924560546875e-05,2.825831174850464,0.18705741859473288,588.5195890032097,206.6,140.9417422148798,310000,1.0
315000,0,23.9926969556115,0.0018749237060546875,1.621246337890625e-05,0.0008575916290283203,0.037770748138427734,0.6931471824645996,-184.67225259399413,nan,nan,-0.018504917204380036,61376128.0,122752256.0,5.245208740234375e-05,11.241806983947754,0.30764621689778027,980.9845522535388,937.8,76.28805176525361,315000,1.0
320000,0,24.12077686965603,0.0018970966339111328,1.6927719116210938e-05,0.0008242130279541016,0.03708386421203613,0.6931471824645996,-184.2045299987793,nan,nan,-0.02412634390592575,62656128.0,125312256.0,5.030632019042969e-05,5.657830715179443,0.31007717062061835,988.8962669146242,469.7,818.2569626094207,320000,1.0
325000,0,24.107343172608402,0.0019116401672363281,1.5974044799804688e-05,0.0008320808410644531,0.03751659393310547,0.6931471824645996,-183.756673248291,nan,nan,-0.009395618438720704,63936128.0,127872256.0,5.221366882324219e-05,6.934491872787476,0.22223475185707184,703.0067636025733,546.3,291.3743005895398,325000,1.0
330000,0,24.522666170620507,0.0019199848175048828,1.6450881958007812e-05,0.0008165836334228516,0.0395054817199707,0.6931471824645996,-183.62208953857422,nan,nan,-0.00010875093936920166,65216128.0,130432256.0,5.3882598876953125e-05,9.754669904708862,0.2761140579596929,878.3608610567813,802.0,186.36543082470908,330000,1.0
335000,0,24.596294633292192,0.0018918514251708984,1.621246337890625e-05,0.0008270740509033203,0.0375971794128418,0.6931471824645996,-182.97785760498047,nan,nan,-0.04733052206039429,66496128.0,132992256.0,5.364418029785156e-05,10.888523817062378,0.28341454867530746,902.1208359527302,904.1,236.8715762410606,335000,1.0
340000,0,24.613829436741074,0.0018563270568847656,1.6450881958007812e-05,0.0008351802825927734,0.03746604919433594,0.6931471824645996,-182.4669223022461,nan,nan,-0.008193131923675536,67776128.0,135552256.0,5.364418029785156e-05,7.198708772659302,0.2465901073160798,782.2730289578911,592.0,385.39853250474977,340000,1.0
345000,0,24.886096510756982,0.0019161701202392578,1.6927719116210938e-05,0.0007889270782470703,0.03763580322265625,0.6931471824645996,-182.21626190185546,nan,nan,-0.03132948666810989,69056128.0,138112256.0,5.316734313964844e-05,8.006086587905884,0.2953464396398287,940.9540378321406,654.2,444.68926168700483,345000,1.0
350000,0,24.57599635200054,0.001943826675415039,1.621246337890625e-05,0.0008096694946289062,0.038245439529418945,0.6931471824645996,-181.6781541748047,nan,nan,-0.06556587028503418,70336128.0,140672256.0,5.14984130859375e-05,2.4956092834472656,0.1887157880172849,593.9168721973064,193.9,122.82261627956476,350000,1.0
355000,0,24.744191099754858,0.0018982887268066406,1.5497207641601562e-05,0.0007994174957275391,0.03760409355163574,0.6931471824645996,-181.4412215270996,nan,nan,-0.0018828125596046447,71616128.0,143232256.0,5.340576171875e-05,3.8537747859954834,0.15585832865886556,486.97989495673164,308.7,172.07487372503005,355000,1.0
360000,0,24.02048371525807,0.0018663406372070312,1.621246337890625e-05,0.0008971691131591797,0.03787040710449219,0.6931471824645996,-180.32457376098634,nan,nan,-0.002080429494380951,72896128.0,145792256.0,5.221366882324219e-05,11.186312913894653,0.29999102692133306,956.0701829666799,928.7,145.84719602472347,360000,1.0
